id,location,geonames_id,lat,lon,display_name,,,"If the Geocode script can't find coordinates for a place, try searching for the place in Wikidata and manually copy the coordinates."
2745,"Saint-Michel, Département des Basses-Alpes",,,,"2745: Saint-Michel, Département des Basses-Alpes",,,
2746,"Saint-Michel, Département des Landes",2977967,43.892,-1.263,"2746: Saint-Michel, Département des Landes",,,
2747,"Saint-Michel-le-Cloucq, Département de la Vendée",2977962,46.485,-0.753,"2747: Saint-Michel-le-Cloucq, Département de la Vendée",,,
2748,"Saint-Mihiel, Département de la Meuse",2977948,48.887,5.551,"2748: Saint-Mihiel, Département de la Meuse",,,
2749,Saint-Nazaire,2977921,47.280,-2.210,2749: Saint-Nazaire,,,
2750,"Saint Nazaire, Département de l'Isère",2977922,45.249,5.853,"2750: Saint Nazaire, Département de l'Isère",,,
2751,"Saint-Nazaire, Département de la Loire-Atlantique",2977921,47.280,-2.210,"2751: Saint-Nazaire, Département de la Loire-Atlantique",,,
2752,"Saint-Nazaire, Département de la Loire-Inférieure",2977921,47.280,-2.210,"2752: Saint-Nazaire, Département de la Loire-Inférieure",,,
2753,"Saint-Nazaire, Département du Gard",2977915,43.969,4.033,"2753: Saint-Nazaire, Département du Gard",,,
2754,"Saint-Nazaire, Département du Var",,,,"2754: Saint-Nazaire, Département du Var",,,
2755,Saint-Nicolas,3720765,19.807,-73.376,2755: Saint-Nicolas,,,
2756,"Saint-Nicolas, Département de la Manche",2977881,49.323,-1.588,"2756: Saint-Nicolas, Département de la Manche",,,
2757,"Saint Nicolas, Département de la Meurthe",2977880,48.629,6.297,"2757: Saint Nicolas, Département de la Meurthe",,,
2758,"Saint-Omer, Département du Pas-de-Calais",2977845,50.748,2.261,"2758: Saint-Omer, Département du Pas-de-Calais",,,
2759,Saint-Ouen,3237229,49.227,-2.206,2759: Saint-Ouen,,,
2760,"Saint-Ouen, Département de la Seine",2977824,48.907,2.333,"2760: Saint-Ouen, Département de la Seine",,,
2761,"Saint-Ouen, Département de la Seine-Saint-Denis",2977824,48.907,2.333,"2761: Saint-Ouen, Département de la Seine-Saint-Denis",,,
2762,"Saint-Pal-de-Chalencon, Département de la Haute Loire",2977760,45.357,3.957,"2762: Saint-Pal-de-Chalencon, Département de la Haute Loire",,,
2763,Saint-Pardoux,12088478,46.033,1.282,2763: Saint-Pardoux,,,
2764,"Saint-Pardoux, Département de la Haute-Vienne",2977741,46.058,1.281,"2764: Saint-Pardoux, Département de la Haute-Vienne",,,
2765,Saint-Parize-le-Chatel,2977719,46.854,3.183,2765: Saint-Parize-le-Chatel,,,
2766,"Saint-Parize-le-Chatel, Département de la Nièvre",2977719,46.854,3.183,"2766: Saint-Parize-le-Chatel, Département de la Nièvre",,,
2767,"Saint-Paul, Département de la Dordogne",2977653,45.478,0.998,"2767: Saint-Paul, Département de la Dordogne",,,
2768,"Saint-Paul-lès-Romans, Département de la Drôme",2977645,45.067,5.132,"2768: Saint-Paul-lès-Romans, Département de la Drôme",,,
2769,"Saint-Paul-Trois-Châteaux, Départemen de la Drôme",,,,"2769: Saint-Paul-Trois-Châteaux, Départemen de la Drôme",,,
2770,"Saint-Paul-Trois-Châteaux, Département de la Drôme",2977638,44.346,4.764,"2770: Saint-Paul-Trois-Châteaux, Département de la Drôme",,,
2771,"Saint-Pellerin, Département de la Manche",2977628,49.293,-1.191,"2771: Saint-Pellerin, Département de la Manche",,,
2772,Saint-Pétersbourg (Russie),498817,59.939,30.314,2772: Saint-Pétersbourg (Russie),,,
2773,"Saint-Piat, Département de l'Eure-et-Loir",,,,"2773: Saint-Piat, Département de l'Eure-et-Loir",,,
2774,"Saint-Pierre-d'Albigny, Département de la Savoie",2977546,45.568,6.154,"2774: Saint-Pierre-d'Albigny, Département de la Savoie",,,
2775,"Saint-Pierre-d'Alvey, Département de la Savoie",2977544,45.630,5.741,"2775: Saint-Pierre-d'Alvey, Département de la Savoie",,,
2776,"Saint-Pierre d'Arena (Gênes), Italie",,,,"2776: Saint-Pierre d'Arena (Gênes), Italie",,,
2777,"Saint-Pierre-d'Argençon, Département des Hautes Alpes",2977542,44.520,5.698,"2777: Saint-Pierre-d'Argençon, Département des Hautes Alpes",,,
2778,"Saint-Pierre, Département de l'Ariège",2977496,42.963,1.556,"2778: Saint-Pierre, Département de l'Ariège",,,
2779,"Saint-Pierre, Département de la Martinique",3570529,14.699,-61.113,"2779: Saint-Pierre, Département de la Martinique",,,
2780,"Saint-Pierre, Département de la Savoie",2977546,45.568,6.154,"2780: Saint-Pierre, Département de la Savoie",,,
2781,"Saint-Pierre-en-Faucigny, Département de la Haute-Savoie",2977495,46.050,6.383,"2781: Saint-Pierre-en-Faucigny, Département de la Haute-Savoie",,,
2782,"Saint-Pierre-Eynac, Département de la Haute-Loire",2977449,45.047,4.034,"2782: Saint-Pierre-Eynac, Département de la Haute-Loire",,,
2783,"Saint-Pierre, Ile de Sardaigne",,,,"2783: Saint-Pierre, Ile de Sardaigne",,,
2784,"Saint-Pierre-Quilbignon, Département du Finistère",2977413,48.379,-4.534,"2784: Saint-Pierre-Quilbignon, Département du Finistère",,,
2785,"Saint-Planchers, Département du Calvados",,,,"2785: Saint-Planchers, Département du Calvados",,,
2786,"Saint-Pol-de-Léon, Département du Finistère",2977390,48.683,-3.983,"2786: Saint-Pol-de-Léon, Département du Finistère",,,
2787,"Saint-Pol, Département du Pas-de-Calais",2977387,50.381,2.334,"2787: Saint-Pol, Département du Pas-de-Calais",,,
2788,"Saint-Priest, Département de la Creuse",2977355,46.088,2.343,"2788: Saint-Priest, Département de la Creuse",,,
2789,"Saint-Privé, Département de l'Yonne",2977321,47.683,3.000,"2789: Saint-Privé, Département de l'Yonne",,,
2790,Saint Quentin,2977295,49.849,3.288,2790: Saint Quentin,,,
2791,Saint-Quentin (Aisne),2977295,49.849,3.288,2791: Saint-Quentin (Aisne),,,
2792,"Saint Quentin, Département de l'Aisne",2977295,49.849,3.288,"2792: Saint Quentin, Département de l'Aisne",,,
2793,"Saint-Quirin, Département de la Meurthe",,,,"2793: Saint-Quirin, Département de la Meurthe",,,
2794,"Saint-Raphaël, Département du Var",2977246,43.423,6.774,"2794: Saint-Raphaël, Département du Var",,,
2795,Saint-Rémy,2977214,43.788,4.832,2795: Saint-Rémy,,,
2796,"Saint-Remy, Département de la Marne",2977194,48.700,3.783,"2796: Saint-Remy, Département de la Marne",,,
2797,"Saint Rémy, Département des Bouches du Rhône",2977214,43.788,4.832,"2797: Saint Rémy, Département des Bouches du Rhône",,,
2798,"Saint-Renan, Département du Finistère",2977189,48.433,-4.617,"2798: Saint-Renan, Département du Finistère",,,
2799,"Saint-Robert, Département de l'Isère",8288224,45.236,5.671,"2799: Saint-Robert, Département de l'Isère",,,
2800,"Saint-romain-de-l'Air, Département de l'Ardèche",,,,"2800: Saint-romain-de-l'Air, Département de l'Ardèche",,,
2801,"Saint-Romain, Département de la Seine-Inférieure",2977146,49.531,0.357,"2801: Saint-Romain, Département de la Seine-Inférieure",,,
2802,"Saint Romain le Désert, Département de l'Ardèche",2977129,45.006,4.336,"2802: Saint Romain le Désert, Département de l'Ardèche",,,
2803,Saint-Samson,2977084,49.600,1.750,2803: Saint-Samson,,,
2804,"Saint-Samson, Département des Côtes-du-Nord",2977085,48.493,-2.029,"2804: Saint-Samson, Département des Côtes-du-Nord",,,
2805,Saint-Santin,2977081,45.030,2.257,2805: Saint-Santin,,,
2806,"Saint-Santin, Département du Cantal",2977081,45.030,2.257,"2806: Saint-Santin, Département du Cantal",,,
2807,"Saint Saturnin, Département de la Charente inférieure",2977065,46.139,-0.671,"2807: Saint Saturnin, Département de la Charente inférieure",,,
2808,"Saint-Saturnin, Département du Vaucluse",2977063,43.955,4.925,"2808: Saint-Saturnin, Département du Vaucluse",,,
2809,"Saint-Saturnin-lès-Avignon, Département du Vaucluse",2977063,43.955,4.925,"2809: Saint-Saturnin-lès-Avignon, Département du Vaucluse",,,
2810,"Saint-Savin, Département de l'Isère",2977001,45.628,5.309,"2810: Saint-Savin, Département de l'Isère",,,
2811,"Saint-Savinien, Département de la Charente-Inférieure",2976996,45.877,-0.679,"2811: Saint-Savinien, Département de la Charente-Inférieure",,,
2812,"Saint-Ségal, Département du Finistère",2976982,48.233,-4.067,"2812: Saint-Ségal, Département du Finistère",,,
2813,"Saint Sernin, Département de l'Ardêche",2976964,44.571,4.392,"2813: Saint Sernin, Département de l'Ardêche",,,
2814,"Saint-Servan, Département de l'Ille et Vilaine",,,,"2814: Saint-Servan, Département de l'Ille et Vilaine",,,
2815,"Saint-Seurin d'Uzet, Département de la Charente inférieure",3025582,45.517,-0.817,"2815: Saint-Seurin d'Uzet, Département de la Charente inférieure",,,
2816,"Saint-Seurin-sur-l'Isle, Département de la Gironde",2976944,45.017,0.000,"2816: Saint-Seurin-sur-l'Isle, Département de la Gironde",,,
2817,Saint-Sixte,8673394,45.694,-75.198,2817: Saint-Sixte,,,
2818,"Saint-Sixte, Département de la Loire",2976906,45.775,3.981,"2818: Saint-Sixte, Département de la Loire",,,
2819,"Saint-Sorlin, Département de la Drôme",2976895,45.288,4.949,"2819: Saint-Sorlin, Département de la Drôme",,,
2820,"Saint-Sulpice, Département de la Haute-Saône",2976869,47.566,6.447,"2820: Saint-Sulpice, Département de la Haute-Saône",,,
2821,"Saint-Sylvestre, Département de l'Ardèche",2976826,44.990,4.749,"2821: Saint-Sylvestre, Département de l'Ardèche",,,
2822,Saint-Symphorien,2976805,45.948,4.213,2822: Saint-Symphorien,,,
2823,Saint-Symphorien-de-Lay,2976805,45.948,4.213,2823: Saint-Symphorien-de-Lay,,,
2824,"Saint-Symphorien-de-Lay, Département de la Loire",2976805,45.948,4.213,"2824: Saint-Symphorien-de-Lay, Département de la Loire",,,
2825,"Saint-Symphorien, Département de la Côte-d'Or",2976792,47.100,5.301,"2825: Saint-Symphorien, Département de la Côte-d'Or",,,
2826,Saint-Tropez,2976742,43.268,6.640,2826: Saint-Tropez,,,
2827,"Saint-Tropez, Département du Var",2976742,43.268,6.640,"2827: Saint-Tropez, Département du Var",,,
2828,"Saint-Vaast-lès-Mello, Département de l'Oise",2976711,49.268,2.391,"2828: Saint-Vaast-lès-Mello, Département de l'Oise",,,
2829,Saint Valère,8673094,46.077,-72.096,2829: Saint Valère,,,
2830,"Saint Valère, Département de la Haute Saône",,,,"2830: Saint Valère, Département de la Haute Saône",,,
2831,"Saint-Valery-en-Caux, Département de la Seine-Inférieure",2976703,49.867,0.733,"2831: Saint-Valery-en-Caux, Département de la Seine-Inférieure",,,
2832,"Saint-Vallier, Département de la Drôme",2976699,45.172,4.818,"2832: Saint-Vallier, Département de la Drôme",,,
2833,"Saint-Vallier, Département des Alpes-Maritimes",2976695,43.698,6.848,"2833: Saint-Vallier, Département des Alpes-Maritimes",,,
2834,Saint-Vaury,2976691,46.204,1.756,2834: Saint-Vaury,,,
2835,"Saint-Vaury, Département de la Creuse",2976691,46.204,1.756,"2835: Saint-Vaury, Département de la Creuse",,,
2836,"Saint-Véran, Département des Hautes Alpes",2976686,44.700,6.868,"2836: Saint-Véran, Département des Hautes Alpes",,,
2837,Saint-Viaud,2976678,47.256,-2.018,2837: Saint-Viaud,,,
2838,"Saint-Viaud, Département de la Loire-Inférieure",2976678,47.256,-2.018,"2838: Saint-Viaud, Département de la Loire-Inférieure",,,
2839,Saint-Vincent,498817,59.939,30.314,2839: Saint-Vincent,,,
2840,"Saint-Ybars, Département de l'Ariège",2976551,43.237,1.386,"2840: Saint-Ybars, Département de l'Ariège",,,
2841,"Sainte-Aulde, Département de Seine-et-Marne",2980754,48.993,3.172,"2841: Sainte-Aulde, Département de Seine-et-Marne",,,
2842,"Sainte-Bazeille, Département du Lot-et-Garonne",2980742,44.531,0.097,"2842: Sainte-Bazeille, Département du Lot-et-Garonne",,,
2843,"Sainte Bazeille, Lot-et-Garonne",2980742,44.531,0.097,"2843: Sainte Bazeille, Lot-et-Garonne",,,
2844,Sainte-Colombe,2980581,48.717,0.431,2844: Sainte-Colombe,,,
2845,"Sainte-Colombe, Département de la Sarthe",,,,"2845: Sainte-Colombe, Département de la Sarthe",,,
2846,"Sainte-Colome, Département des Basses-Pyrénées",2980669,43.102,-0.404,"2846: Sainte-Colome, Département des Basses-Pyrénées",,,
2847,"Sainte-Croix-du-Mont, Département de la Gironde",2980650,44.594,-0.272,"2847: Sainte-Croix-du-Mont, Département de la Gironde",,,
2848,"Sainte Eanne, Département des Deux Sèvres",2980637,46.383,-0.150,"2848: Sainte Eanne, Département des Deux Sèvres",,,
2849,"Sainte-Foy, Département du Rhône",2980587,45.708,4.470,"2849: Sainte-Foy, Département du Rhône",,,
2850,"Sainte-Foy-lès-Lyon, Département du Rhône",2980586,45.734,4.803,"2850: Sainte-Foy-lès-Lyon, Département du Rhône",,,
2851,"Sainte-Geneviève, Département de la Meurthe",,,,"2851: Sainte-Geneviève, Département de la Meurthe",,,
2852,"Sainte-Geneviève, Département de la Meurthe-et-Moselle",,,,"2852: Sainte-Geneviève, Département de la Meurthe-et-Moselle",,,
2853,"Sainte-Lucie, Département de la Corse",2976145,42.382,9.522,"2853: Sainte-Lucie, Département de la Corse",,,
2854,"Sainte-Marguerite, Département des Vosges",2980476,48.267,6.984,"2854: Sainte-Marguerite, Département des Vosges",,,
2855,"Sainte-Marie-aux-Mines, Département du Haut-Rhin",2980438,48.246,7.184,"2855: Sainte-Marie-aux-Mines, Département du Haut-Rhin",,,
2856,"Sainte-Marie, Département des Basses-Pyrénées",2989569,43.194,-0.611,"2856: Sainte-Marie, Département des Basses-Pyrénées",,,
2857,"Sainte-Marie, Département des Landes",2980430,43.550,-0.233,"2857: Sainte-Marie, Département des Landes",,,
2858,"Sainte-Marie, Madagascar",6297040,-17.094,49.816,"2858: Sainte-Marie, Madagascar",,,
2859,"Sainte-Ménéhould, Département de la Marne",2980400,49.090,4.897,"2859: Sainte-Ménéhould, Département de la Marne",,,
2860,"Sainte-Verge, Département des Deux Sèvres",2980182,47.008,-0.211,"2860: Sainte-Verge, Département des Deux Sèvres",,,
2861,"Saintes-Maries, Département des Bouches-du-Rhône",2980325,43.452,4.429,"2861: Saintes-Maries, Département des Bouches-du-Rhône",,,
2862,"Saintines, Département de l'Oise",2979436,49.308,2.765,"2862: Saintines, Département de l'Oise",,,
2863,"Salernes, Département du Var",2976472,43.564,6.234,"2863: Salernes, Département du Var",,,
2864,"Salies, Département des Basses-Pyrénées",2976444,43.474,-0.924,"2864: Salies, Département des Basses-Pyrénées",,,
2865,"Salins, Département du Jura",2976413,46.947,5.878,"2865: Salins, Département du Jura",,,
2866,"Salles-Adour, Département des Hautes-Pyrénées",2976377,43.184,0.098,"2866: Salles-Adour, Département des Hautes-Pyrénées",,,
2867,Salles-Curan,2976375,44.182,2.788,2867: Salles-Curan,,,
2868,Salles-Curan (Aveyron),2976375,44.182,2.788,2868: Salles-Curan (Aveyron),,,
2869,"Salles-Curan, Département de l'Aveyron",2976375,44.182,2.788,"2869: Salles-Curan, Département de l'Aveyron",,,
2870,"Salon-de-Provence, Département des Bouches-du-Rhône",2976341,43.642,5.095,"2870: Salon-de-Provence, Département des Bouches-du-Rhône",,,
2871,"Salon, Département des Bouches-du-Rhône",2976341,43.642,5.095,"2871: Salon, Département des Bouches-du-Rhône",,,
2872,"Salonique, Turquie",,,,"2872: Salonique, Turquie",,,
2873,"Salornay-sur-Guye, Département de la Saône-et-Loire",,,,"2873: Salornay-sur-Guye, Département de la Saône-et-Loire",,,
2874,"Saluces, Italie",3168609,44.647,7.493,"2874: Saluces, Italie",,,
2875,"Samuran, Département des Hautes Pyrénées",2976264,42.987,0.595,"2875: Samuran, Département des Hautes Pyrénées",,,
2876,"San Francisco, Californie",5391959,37.775,-122.419,"2876: San Francisco, Californie",,,
2877,San Remo,3167777,43.817,7.777,2877: San Remo,,,
2878,"Sanary-sur-Mer, Département du Var",2976258,43.120,5.802,"2878: Sanary-sur-Mer, Département du Var",,,
2879,"Sancerre, Département du Cher",2976251,47.329,2.834,"2879: Sancerre, Département du Cher",,,
2880,"Sant'Andréa-di-Cotone, Département de la Corse",2976134,42.300,9.467,"2880: Sant'Andréa-di-Cotone, Département de la Corse",,,
2881,"Sant'Antonino, Département de la Haute-Corse",2976125,42.589,8.905,"2881: Sant'Antonino, Département de la Haute-Corse",,,
2882,"Santa-Reparata, Département de la Corse",2976121,42.604,8.929,"2882: Santa-Reparata, Département de la Corse",,,
2883,"Santorin, Grèce",252919,36.406,25.457,"2883: Santorin, Grèce",,,
2884,Saône,3027484,46.781,4.854,2884: Saône,,,
2885,"Saône, Département du Doubs",3020990,46.900,5.033,"2885: Saône, Département du Doubs",,,
2886,"Sarrant, Département du Gers",2975982,43.774,0.929,"2886: Sarrant, Département du Gers",,,
2887,Sarreguemines,2975964,49.110,7.067,2887: Sarreguemines,,,
2888,"Sarreguemines, Département de la Moselle",2975964,49.110,7.067,"2888: Sarreguemines, Département de la Moselle",,,
2889,"Sarrelouis, Prusse",,,,"2889: Sarrelouis, Prusse",,,
2890,"Sartène, Département de la Corse",2985947,41.591,9.279,"2890: Sartène, Département de la Corse",,,
2891,"Sartilly, Département de la Manche",2975924,48.752,-1.457,"2891: Sartilly, Département de la Manche",,,
2892,"Sassenage, Département de l'Isère",2975908,45.213,5.663,"2892: Sassenage, Département de l'Isère",,,
2893,"Satolas, Département de l'Isère",2975891,45.694,5.130,"2893: Satolas, Département de l'Isère",,,
2894,Sault,2975804,42.850,2.033,2894: Sault,,,
2895,"Sault, Département du Vaucluse",2975798,44.090,5.408,"2895: Sault, Département du Vaucluse",,,
2896,Saulxures,2975776,47.949,6.770,2896: Saulxures,,,
2897,"Saulxures, Département de la Haute-Marne",8285532,47.955,5.587,"2897: Saulxures, Département de la Haute-Marne",,,
2898,"Saussemesnil, Département de la Manche",2975732,49.573,-1.463,"2898: Saussemesnil, Département de la Manche",,,
2899,"Sauvessanges, Département du Puy-de-Dôme",2975665,45.393,3.873,"2899: Sauvessanges, Département du Puy-de-Dôme",,,
2900,"Savennières, Département de Maine et Loire",2975593,47.382,-0.657,"2900: Savennières, Département de Maine et Loire",,,
2901,"Saverne, Département du Bas-Rhin",2975588,48.742,7.362,"2901: Saverne, Département du Bas-Rhin",,,
2902,"Savigny, Département du Rhône",2975553,45.816,4.574,"2902: Savigny, Département du Rhône",,,
2903,"Savone, Etats Sardes",,,,"2903: Savone, Etats Sardes",,,
2904,"Savone, Italie",3167022,44.309,8.477,"2904: Savone, Italie",,,
2905,"Sayda, Syrie",164719,32.629,36.226,"2905: Sayda, Syrie",,,
2906,"Sceaux, Département de l'Yonne",2975470,47.529,4.021,"2906: Sceaux, Département de l'Yonne",,,
2907,"Sceaux, Département de la Seine",,,,"2907: Sceaux, Département de la Seine",,,
2908,"Schio, Archipel",,,,"2908: Schio, Archipel",,,
2909,"Schirmeck, Département des Vosges",,,,"2909: Schirmeck, Département des Vosges",,,
2910,"Schleithal, Département du Bas-Rhin",2975442,48.989,8.042,"2910: Schleithal, Département du Bas-Rhin",,,
2911,"Schwenheim, Département du Bas-Rhin",6617426,48.713,7.413,"2911: Schwenheim, Département du Bas-Rhin",,,
2912,Sebourg,2975382,50.342,3.644,2912: Sebourg,,,
2913,"Sebourg, Département du Nord",2975382,50.342,3.644,"2913: Sebourg, Département du Nord",,,
2914,Séchilienne,2975364,45.058,5.832,2914: Séchilienne,,,
2915,"Séchilienne, Département de l'Isère",2975364,45.058,5.832,"2915: Séchilienne, Département de l'Isère",,,
2916,"Sedan, Département des Ardennes",2975349,49.702,4.940,"2916: Sedan, Département des Ardennes",,,
2917,"Ségalas, Département du Lot-et-Garonne",2975333,44.586,0.532,"2917: Ségalas, Département du Lot-et-Garonne",,,
2918,Segré,2245692,14.033,-15.750,2918: Segré,,,
2919,"Segré, Département de Maine-et-Loire",2975314,47.686,-0.872,"2919: Segré, Département de Maine-et-Loire",,,
2920,"Seiches, Département de Maine-et-Loire",2975288,47.574,-0.356,"2920: Seiches, Département de Maine-et-Loire",,,
2921,"Semur, Département de la Côte d'Or",6694596,47.482,4.344,"2921: Semur, Département de la Côte d'Or",,,
2922,"Séné, Département du Morbihan",2975113,47.619,-2.737,"2922: Séné, Département du Morbihan",,,
2923,"Senlis, Département de l'Oise",2975088,49.207,2.587,"2923: Senlis, Département de l'Oise",,,
2924,"Sens-Beaujeu, Département du Cher",2975048,47.327,2.709,"2924: Sens-Beaujeu, Département du Cher",,,
2925,"Sens, Département de l'Yonne",2975050,48.197,3.283,"2925: Sens, Département de l'Yonne",,,
2926,"Septèmes, Département des Bouches du Rhône",2975020,43.398,5.366,"2926: Septèmes, Département des Bouches du Rhône",,,
2927,"Septèmes-les-Vallons, Département des Bouches-du-Rhône",2975020,43.398,5.366,"2927: Septèmes-les-Vallons, Département des Bouches-du-Rhône",,,
2928,Sérapéum,349484,29.876,31.213,2928: Sérapéum,,,
2929,"Sermange, Département du Jura",2974899,47.193,5.649,"2929: Sermange, Département du Jura",,,
2930,"Serrès, Macédoine",734330,41.085,23.548,"2930: Serrès, Macédoine",,,
2931,"Serrières, Département de l'Ardèche",2974809,45.318,4.763,"2931: Serrières, Département de l'Ardèche",,,
2932,"Serrigny-en-Bresse, Département de Saône-et-Loire",2974800,46.817,5.118,"2932: Serrigny-en-Bresse, Département de Saône-et-Loire",,,
2933,"Servoz, Département de la Haute-Savoie",2974743,45.932,6.762,"2933: Servoz, Département de la Haute-Savoie",,,
2934,Sète,2974733,43.403,3.693,2934: Sète,,,
2935,"Sète, Département de l'Hérault",2974733,43.403,3.693,"2935: Sète, Département de l'Hérault",,,
2936,"Sétif, Algérie",2481700,36.191,5.414,"2936: Sétif, Algérie",,,
2937,"Sétif (province de Constantine), Algérie",2501148,36.000,6.000,"2937: Sétif (province de Constantine), Algérie",,,
2938,"Seurre, Département de la Côte-d'Or",2974710,46.999,5.151,"2938: Seurre, Département de la Côte-d'Or",,,
2939,"Seurre, Département du Doubs",,,,"2939: Seurre, Département du Doubs",,,
2940,"Sevelinges, Département de la Loire",2974704,46.099,4.296,"2940: Sevelinges, Département de la Loire",,,
2941,Sévignac,2974691,48.333,-2.339,2941: Sévignac,,,
2942,"Sévignac, Département des Côtes-du-Nord",2974691,48.333,-2.339,"2942: Sévignac, Département des Côtes-du-Nord",,,
2943,"Sévignacq, Département des Basses-Pyrénées",2974689,43.450,-0.267,"2943: Sévignacq, Département des Basses-Pyrénées",,,
2944,Seyne,3006414,43.103,5.878,2944: Seyne,,,
2945,"Seyne, Département du Var",3006414,43.103,5.878,"2945: Seyne, Département du Var",,,
2946,"Sézanne, Département de la Marne",2974640,48.720,3.723,"2946: Sézanne, Département de la Marne",,,
2947,Shanghai (Chine),1796236,31.222,121.458,2947: Shanghai (Chine),,,
2948,Sheikh Fadl,359992,28.489,30.850,2948: Sheikh Fadl,,,
2949,"Sibiril, Département du Finistère",2974629,48.667,-4.067,"2949: Sibiril, Département du Finistère",,,
2950,"Sickert, Département du Haut-Rhin",2974618,47.784,6.978,"2950: Sickert, Département du Haut-Rhin",,,
2951,"Sidi Bel Abbès, Algérie",2481007,35.190,-0.631,"2951: Sidi Bel Abbès, Algérie",,,
2952,"Sigean, Département de l'Aude",,43.028,2.979,"2952: Sigean, Département de l'Aude",,,
2953,Sillegny,2974551,48.988,6.160,2953: Sillegny,,,
2954,"Sillegny, Département de la Moselle",2974551,48.988,6.160,"2954: Sillegny, Département de la Moselle",,,
2955,Singapour,1880252,1.290,103.850,2955: Singapour,,,
2956,Siouf,2467686,35.480,9.489,2956: Siouf,,,
2957,"Siout, Egypte",,,,"2957: Siout, Egypte",,,
2958,Siout (Haute-Egypte),,,,2958: Siout (Haute-Egypte),,,
2959,"Sisteron, Département des Basses-Alpes",,,,"2959: Sisteron, Département des Basses-Alpes",,,
2960,Six-Fours,2974427,43.092,5.825,2960: Six-Fours,,,
2961,"Six-Fours, Département du Var",2974427,43.092,5.825,"2961: Six-Fours, Département du Var",,,
2962,"Sixt, Département de la Haute-Savoie",2979283,45.923,6.412,"2962: Sixt, Département de la Haute-Savoie",,,
2963,"Skikda, Algérie",2479536,36.876,6.909,"2963: Skikda, Algérie",,,
2964,Smyrne,311046,38.413,27.138,2964: Smyrne,,,
2965,"Smyrne, Asie mineure",,,,"2965: Smyrne, Asie mineure",,,
2966,"Smyrne, Turquie",311046,38.413,27.138,"2966: Smyrne, Turquie",,,
2967,"Smyrne, Turquie d'Asie",,,,"2967: Smyrne, Turquie d'Asie",,,
2968,"Soissons, Département de l'Aisne",2974389,49.382,3.324,"2968: Soissons, Département de l'Aisne",,,
2969,"Solignac, Département de la Haute-Loire",2974348,45.252,3.997,"2969: Solignac, Département de la Haute-Loire",,,
2970,"Solliès-Farlède, Départeement du Var",,,,"2970: Solliès-Farlède, Départeement du Var",,,
2971,"Solliès-Farlède, Département du Var",3009566,43.169,6.043,"2971: Solliès-Farlède, Département du Var",,,
2972,"Sonchamp, Département de Seine-et-Oise",,,,"2972: Sonchamp, Département de Seine-et-Oise",,,
2973,"Songeons, Département de l'Oise",2974257,49.549,1.854,"2973: Songeons, Département de l'Oise",,,
2974,"Sorbiers, Département des Hautes-Alpes",2974216,44.375,5.564,"2974: Sorbiers, Département des Hautes-Alpes",,,
2975,"Sorgues, Département du Var",,,,"2975: Sorgues, Département du Var",,,
2976,"Sorgues, Département du Vaucluse",2974188,44.010,4.874,"2976: Sorgues, Département du Vaucluse",,,
2977,Sospel,2974162,43.878,7.448,2977: Sospel,,,
2978,"Sospel, Département des Alpes-Maritimes",2974162,43.878,7.448,"2978: Sospel, Département des Alpes-Maritimes",,,
2979,"Sost, Département des Hautes Pyrénées",2974160,42.928,0.558,"2979: Sost, Département des Hautes Pyrénées",,,
2980,Soudan,366755,16.000,30.000,2980: Soudan,,,
2981,Soultz,2973993,47.888,7.229,2981: Soultz,,,
2982,"Soultz, Département du Haut-Rhin",2973993,47.888,7.229,"2982: Soultz, Département du Haut-Rhin",,,
2983,"Soultzmatt, Département du Haut-Rhin",2973991,47.962,7.238,"2983: Soultzmatt, Département du Haut-Rhin",,,
2984,"Sous-Parsat, Département de la Creuse",2973927,46.055,1.980,"2984: Sous-Parsat, Département de la Creuse",,,
2985,"Sousse, Régence de Tunis",,,,"2985: Sousse, Régence de Tunis",,,
2986,St Briac,2981294,48.622,-2.134,2986: St Briac,,,
2987,St Firmin,2980120,47.841,1.114,2987: St Firmin,,,
2988,St Paul,935221,-21.010,55.271,2988: St Paul,,,
2989,"St Paul, Ile Bourbon",,,,"2989: St Paul, Ile Bourbon",,,
2990,St Pierre Dardet,,,,2990: St Pierre Dardet,,,
2991,"St Thégonnec, Département du Finistère",2976791,48.517,-3.950,"2991: St Thégonnec, Département du Finistère",,,
2992,St Tropez,2976742,43.268,6.640,2992: St Tropez,,,
2993,"St Tropez, Département du Var",2976742,43.268,6.640,"2993: St Tropez, Département du Var",,,
2994,"Starrkirch, Suisse",7287221,47.343,7.927,"2994: Starrkirch, Suisse",,,
2995,"Stein, Bavière Rhénane",,,,"2995: Stein, Bavière Rhénane",,,
2996,Strasbourg (Bas-Rhin),2973783,48.584,7.746,2996: Strasbourg (Bas-Rhin),,,
2997,"Strasbourg, Département d'Alsace",2989093,48.544,7.711,"2997: Strasbourg, Département d'Alsace",,,
2998,"Strasbourg, Département du Bas-Rhin",2973783,48.584,7.746,"2998: Strasbourg, Département du Bas-Rhin",,,
2999,Suez,359796,29.974,32.526,2999: Suez,,,
3000,"Suez, Département d'Egypte",,,,"3000: Suez, Département d'Egypte",,,
3001,"Suez, Egypte",359796,29.974,32.526,"3001: Suez, Egypte",,,
3002,Suisse,2658434,47.000,8.014,3002: Suisse,,,
